"U_34,mV","I_M,mA","U_0,mV","I_0,mA","E,mV",N,"t,ms"
0.014256515,0.000060589,0.014256515,0.896292774,1.05,1,0
0.015521437,0.000053496,0.015521437,0.939694663,1.1,1,3987
0.015483075,0.000067092,0.015483075,0.982863215,1.1500000000000001,1,7952
0.015880094,0.000060589,0.015880094,1.021665070,1.2000000000000002,1,11895
